,uid_x,domainID_x,siteID_x,namedLocation_x,collectDate_x,identifiedDate,sampleID,sampleCode_x,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition_x,distinctTaxon,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF_x,publicationDate_x,release_x,uid_y,domainID_y,siteID_y,namedLocation_y,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate_y,eventID,boutNumber,sampleCode_y,sampleCondition_y,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF_y,publicationDate_y,release_y
4884,fda17d43-7fa8-4cc0-a32e-1e1a497751c6,D09,PRPO,PRPO.AOS.littoral1,2017-07-17T14:03Z,2017-12-20,PRPO.20170717.SCHINDLER.1,,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.65,1.43,0.89,,8,coarse,440.0,1.0,3520.0,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T070537Z,RELEASE-2024,85d336da-ae0f-442d-8822-0ebd090042fe,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2017-07-17T14:03Z,2017-07-17T14:03Z,PRPO.20170717,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.6,,,eentzel@battelleecology.org,jeldridge@neoninc.org,,20231227T070537Z,RELEASE-2024
4895,75b483b2-07a1-40b9-9191-354666af6ede,D09,PRPO,PRPO.AOS.buoy.c0,2017-07-17T14:03Z,2017-12-20,PRPO.20170717.SCHINDLER.3,,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.7,0.98,,11,coarse,880.0,1.0,9680.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T070537Z,RELEASE-2024,79711ca6-3bb2-4407-995e-c529f26403d1,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2017-07-17T14:03Z,2017-07-17T14:03Z,PRPO.20170717,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.1,1.6,,eentzel@battelleecology.org,jeldridge@neoninc.org,,20231227T070537Z,RELEASE-2024
4900,c63f6689-be6b-4195-b4cc-5bb0512c2274,D09,PRPO,PRPO.AOS.buoy.c0,2017-09-18T14:03Z,2018-03-12,PRPO.20170918.SCHINDLER.3,,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.48,0.58,0.53,,3,coarse,540.0,11.0,147.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T032027Z,RELEASE-2024,fcfa9424-cf8d-4d28-b000-b9125d289ad7,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2017-09-18T14:03Z,2017-09-18T14:03Z,PRPO.20170918,3,,,NEON.DOC.001194vE,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.4,,rhowell@battelleecology.org,jeldridge@neoninc.org,,20231227T032027Z,RELEASE-2024
4902,32dc923d-3d32-49fd-8c35-c9cde61408ee,D09,PRPO,PRPO.AOS.buoy.c0,2017-09-18T14:03Z,2018-03-12,PRPO.20170918.SCHINDLER.3,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.95,1.25,1.07,,2,coarse,540.0,11.0,98.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T032027Z,RELEASE-2024,fcfa9424-cf8d-4d28-b000-b9125d289ad7,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2017-09-18T14:03Z,2017-09-18T14:03Z,PRPO.20170918,3,,,NEON.DOC.001194vE,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.4,,rhowell@battelleecology.org,jeldridge@neoninc.org,,20231227T032027Z,RELEASE-2024
4905,22fd4398-3f28-4157-88e5-0e7e971d78ef,D09,PRPO,PRPO.AOS.littoral1,2017-09-18T14:03Z,2018-03-12,PRPO.20170918.SCHINDLER.1,,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.93,1.55,1.12,,8,coarse,400.0,24.0,133.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T032027Z,RELEASE-2024,a41863f4-8755-4bda-8ff5-3ed94160d3e6,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2017-09-18T14:03Z,2017-09-18T14:03Z,PRPO.20170918,3,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,rhowell@battelleecology.org,jeldridge@neoninc.org,,20231227T032027Z,RELEASE-2024
4988,2f1753e6-7d62-48fd-b3fc-5faa5a85c3e7,D09,PRPO,PRPO.AOS.buoy.c0,2018-07-16T16:50Z,2018-10-20,PRPO.20180716.SCHINDLER.3,A00000016196,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,0.5,0.5,,1,coarse,510.0,3.0,170.0,N,condition OK,N,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T184251Z,RELEASE-2024,6a637595-aae6-4b44-b71f-a875bb04b015,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2018-07-16T16:50Z,2018-07-16T16:50Z,PRPO.20180716,2,A00000016196,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,3.0,36.0,0.5,0.9,1.3,,llocke@battelleecology.org,jeldridge@neoninc.org,,20231228T184251Z,RELEASE-2024
4994,2b2ccd24-abdc-464d-a4cd-6daf09747ebc,D09,PRPO,PRPO.AOS.buoy.c0,2018-07-16T16:50Z,2018-10-20,PRPO.20180716.SCHINDLER.3,A00000016196,,,CERRET,Y,Ceriodaphnia reticulata,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.3,0.3,0.3,,1,coarse,510.0,3.0,170.0,N,condition OK,N,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T184251Z,RELEASE-2024,6a637595-aae6-4b44-b71f-a875bb04b015,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2018-07-16T16:50Z,2018-07-16T16:50Z,PRPO.20180716,2,A00000016196,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,3.0,36.0,0.5,0.9,1.3,,llocke@battelleecology.org,jeldridge@neoninc.org,,20231228T184251Z,RELEASE-2024
5013,c3b20bd6-ca2e-4792-af70-32572a0ca878,D09,PRPO,PRPO.AOS.littoral1,2018-09-17T15:24Z,2018-12-20,PRPO.20180917.SCHINDLER.1,A00000016182,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.38,0.38,0.38,,1,coarse,290.0,1.0,290.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T193120Z,RELEASE-2024,465417c9-f9f7-4bc7-b925-d173054c654d,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2018-09-17T15:24Z,2018-09-17T15:24Z,PRPO.20180917,3,A00000016182,,NEON.DOC.001194vG,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,bwaite@battelleecology.org,jeldridge@neoninc.org,,20231228T193120Z,RELEASE-2024
5024,16775e0e-934a-486a-9f2f-cb1da0b827bc,D09,PRPO,PRPO.AOS.buoy.c0,2018-09-17T15:24Z,2018-12-20,PRPO.20180917.SCHINDLER.3,A00000016197,PRPO.20180917.SCHINDLER.3_CERIODAPHNIA SP.,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.43,0.43,0.43,,1,coarse,390.0,1.0,780.0,N,"damaged, affecting taxonomy",Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T193120Z,RELEASE-2024,bcdca2a4-f561-4999-98f0-6737d8137916,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2018-09-17T15:24Z,2018-09-17T15:24Z,PRPO.20180917,3,A00000016197,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,3.0,36.0,0.5,0.9,1.3,,bwaite@battelleecology.org,jeldridge@neoninc.org,,20231228T193120Z,RELEASE-2024
5064,f5c93f3f-1355-4029-ac6d-0e8d796f85cc,D09,PRPO,PRPO.AOS.buoy.c0,2019-07-15T14:36Z,2019-09-09,PRPO.20190715.SCHINDLER.3,A00000084754,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.775,0.805,0.79,,8,coarse,530.0,6.0,707.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,4a606033-ad70-4cf6-8d27-f8adccd956b3,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084754,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.5,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5066,cbc09f2c-4a73-43d0-bed7-9f48b0dddce7,D09,PRPO,PRPO.AOS.buoy.c0,2019-07-15T14:36Z,2019-09-09,PRPO.20190715.SCHINDLER.3,A00000084754,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.125,2.125,1.699,,209,coarse,530.0,6.0,18462.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,4a606033-ad70-4cf6-8d27-f8adccd956b3,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084754,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.5,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5067,519384b1-555f-48f2-90c1-ae716f1611ba,D09,PRPO,PRPO.AOS.littoral2,2019-07-15T14:36Z,2019-09-06,PRPO.20190715.SCHINDLER.2,A00000084780,,,CERDUB,Y,Ceriodaphnia dubia,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.698,0.865,0.782,,3,coarse,425.0,6.0,213.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,615666ae-a97c-43f0-bfab-307721b54e80,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084780,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5068,56d6c3b0-8bc3-4884-93eb-6f7082df8e4c,D09,PRPO,PRPO.AOS.littoral1,2019-07-15T14:36Z,2019-09-06,PRPO.20190715.SCHINDLER.1,A00000084752,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.85,1.025,0.943,,38,coarse,520.0,21.0,950.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,b4c85c75-b1d5-4a37-93d6-0df88480dedd,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084752,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5072,a65209bd-07a3-4d1c-b802-f05189982a00,D09,PRPO,PRPO.AOS.littoral1,2019-07-15T14:36Z,2019-09-06,PRPO.20190715.SCHINDLER.1,A00000084752,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.255,0.855,0.517,,34,coarse,520.0,21.0,850.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,Post abdominal claw obscured by commensalates.,,,20231227T194050Z,RELEASE-2024,b4c85c75-b1d5-4a37-93d6-0df88480dedd,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084752,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5073,d83e7131-cc4c-4a45-8b38-2c2bc7f7ae53,D09,PRPO,PRPO.AOS.buoy.c0,2019-07-15T14:36Z,2019-09-09,PRPO.20190715.SCHINDLER.3,A00000084754,,,CERDUB,Y,Ceriodaphnia dubia,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.455,0.755,0.612,,3,coarse,530.0,6.0,265.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,4a606033-ad70-4cf6-8d27-f8adccd956b3,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084754,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.5,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5077,4fa87683-7cec-4512-982c-c2abb7c65275,D09,PRPO,PRPO.AOS.littoral2,2019-07-15T14:36Z,2019-09-06,PRPO.20190715.SCHINDLER.2,A00000084780,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.852,1.022,0.943,,8,coarse,425.0,6.0,567.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,615666ae-a97c-43f0-bfab-307721b54e80,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084780,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5078,e7205ce6-3282-496b-82c9-3bd552bb3676,D09,PRPO,PRPO.AOS.littoral2,2019-07-15T14:36Z,2019-09-06,PRPO.20190715.SCHINDLER.2,A00000084780,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.985,2.015,1.568,,274,coarse,425.0,6.0,19408.0,N,other (specified in remarks),Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,Size varies,,,20231227T194050Z,RELEASE-2024,615666ae-a97c-43f0-bfab-307721b54e80,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084780,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5089,c928987e-7d7e-4c8d-b4bc-592f8b370d49,D09,PRPO,PRPO.AOS.littoral1,2019-07-15T14:36Z,2019-09-06,PRPO.20190715.SCHINDLER.1,A00000084752,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.211,2.111,1.747,,80,coarse,520.0,21.0,2000.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,b4c85c75-b1d5-4a37-93d6-0df88480dedd,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084752,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5094,4558fc6c-2aab-43fd-b964-b4e5a58c5ab0,D09,PRPO,PRPO.AOS.littoral1,2019-07-15T14:36Z,2019-09-06,PRPO.20190715.SCHINDLER.1,A00000084752,CERIODAPHNIA_DUBIA_100X_BA19NEOZ02004,,CERDUB,Y,Ceriodaphnia dubia,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.522,0.838,0.683,,11,coarse,520.0,21.0,275.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T194050Z,RELEASE-2024,b4c85c75-b1d5-4a37-93d6-0df88480dedd,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2019-07-15T14:36Z,2019-07-15T14:36Z,PRPO.20190715,2,A00000084752,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T194050Z,RELEASE-2024
5097,e2caf222-ab87-44e6-a0f9-8642dfbf809d,D09,PRPO,PRPO.AOS.buoy.c0,2019-09-19T13:37Z,2020-03-12,PRPO.20190919.SCHINDLER.3,A00000084782,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.889,0.889,0.889,,1,coarse,512.0,36.0,14.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T183808Z,RELEASE-2024,aef38ee9-88d1-427d-81d4-557bf9e28660,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2019-09-19T13:37Z,2019-09-19T13:37Z,PRPO.20190919,3,A00000084782,,NEON.DOC.001194vF,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.5,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T183808Z,RELEASE-2024
5098,944610b9-16d3-407e-bcee-b275d467e4ee,D09,PRPO,PRPO.AOS.littoral1,2019-09-19T13:37Z,2020-03-12,PRPO.20190919.SCHINDLER.1,A00000084774,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.506,2.498,2.004,,288,coarse,515.0,21.0,7200.0,N,condition OK,Y,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T183808Z,RELEASE-2024,6812b71e-ff99-4f9a-9455-89c525a18461,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2019-09-19T13:37Z,2019-09-19T13:37Z,PRPO.20190919,3,A00000084774,,NEON.DOC.001194vF,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T183808Z,RELEASE-2024
5101,b7b4ed1d-7661-4426-a822-8f22ecd2124d,D09,PRPO,PRPO.AOS.littoral1,2019-09-19T13:37Z,2020-03-12,PRPO.20190919.SCHINDLER.1,A00000084774,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.482,0.607,0.548,,37,coarse,515.0,21.0,925.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,"Very small, difficult to differentiate between species.",,,20231227T183808Z,RELEASE-2024,6812b71e-ff99-4f9a-9455-89c525a18461,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2019-09-19T13:37Z,2019-09-19T13:37Z,PRPO.20190919,3,A00000084774,,NEON.DOC.001194vF,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T183808Z,RELEASE-2024
5103,e8c2f17e-5da4-4fb4-8e0a-eb7b9e9452d7,D09,PRPO,PRPO.AOS.littoral1,2019-09-19T13:37Z,2020-03-12,PRPO.20190919.SCHINDLER.1,A00000084774,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.988,0.988,0.988,,2,coarse,515.0,21.0,50.0,N,condition OK,Y,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T183808Z,RELEASE-2024,6812b71e-ff99-4f9a-9455-89c525a18461,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2019-09-19T13:37Z,2019-09-19T13:37Z,PRPO.20190919,3,A00000084774,,NEON.DOC.001194vF,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T183808Z,RELEASE-2024
5104,7641165f-54af-4688-a2a1-73647da8a8a9,D09,PRPO,PRPO.AOS.buoy.c0,2019-09-19T13:37Z,2020-03-12,PRPO.20190919.SCHINDLER.3,A00000084782,,,CERDUB,Y,Ceriodaphnia dubia,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.621,1.005,0.862,,45,coarse,512.0,36.0,645.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T183808Z,RELEASE-2024,aef38ee9-88d1-427d-81d4-557bf9e28660,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2019-09-19T13:37Z,2019-09-19T13:37Z,PRPO.20190919,3,A00000084782,,NEON.DOC.001194vF,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.5,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T183808Z,RELEASE-2024
5107,fd778bf5-ac20-4ac7-8041-6e3d585fc763,D09,PRPO,PRPO.AOS.buoy.c0,2019-09-19T13:37Z,2020-03-12,PRPO.20190919.SCHINDLER.3,A00000084782,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.394,0.508,0.446,,165,coarse,512.0,36.0,2365.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Very small, difficult to differentiate between species.",,,20231227T183808Z,RELEASE-2024,aef38ee9-88d1-427d-81d4-557bf9e28660,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2019-09-19T13:37Z,2019-09-19T13:37Z,PRPO.20190919,3,A00000084782,,NEON.DOC.001194vF,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.0,1.5,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T183808Z,RELEASE-2024
5110,a30dfcb5-cce3-42d8-af27-19249a196ad1,D09,PRPO,PRPO.AOS.littoral2,2019-09-19T13:37Z,2020-03-12,PRPO.20190919.SCHINDLER.2,A00000084735,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.389,0.564,0.458,,9,coarse,518.0,21.0,225.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Very small, difficult to differentiate between species.",,,20231227T183808Z,RELEASE-2024,bde6e661-ac46-489d-b3f6-a3affa5f156d,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2019-09-19T13:37Z,2019-09-19T13:37Z,PRPO.20190919,3,A00000084735,,NEON.DOC.001194vF,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T183808Z,RELEASE-2024
