uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,taxonDatabaseID,taxonDatabaseName,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF,publicationDate,release
33a68e9d-c39d-4a01-a811-6db62533f396,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,TOOK.20170625.SCHINDLER.1 CAMPTOCERCUS SP.,,CAMSP12,Y,Camptocercus sp.,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Chydoridae,,,,N,0.7,0.7,0.7,,1,coarse,230,20,12,N,condition OK,Y,8456,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
71d5c503-1763-40e5-8b26-922c02e4e16b,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,KELLON,Y,Kellicottia longispina,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.15,0.13,,70,fine,230,20,805,N,condition OK,Y,58486,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
d65765c3-f1c5-4983-88b4-a3a15fa9cd12,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,CYCSP4,Y,Cyclops sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,1.18,1.18,1.18,,1,coarse,230,20,12,N,condition OK,Y,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
9044083c-06e5-471b-b2bf-02811568fb33,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,CONSP8,Y,Conochiloides sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.2,0.2,0.2,0.08,1,fine,230,20,12,N,condition OK,Y,59412,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
b85067e4-2eb6-404a-a19f-8d752966e270,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.13,0.11,,3,fine,230,20,35,N,condition OK,Y,5927,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
39aaf8f6-ea0d-4209-92e7-3a2db83c3cbb,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,EPISP12,Y,Epischura sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,Temoridae,,,,N,1,1.7,1.36,,15,coarse,230,20,173,N,condition OK,Y,85856,ITIS,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
dd622433-62ad-4d23-8669-b4da635727fc,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,EUBLON,Y,Eubosmina longispina,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Bosminidae,,,,N,0.45,0.45,0.45,,1,coarse,230,20,12,N,condition OK,Y,8395,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
5cd32d28-5041-4367-a71c-cde92acea628,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,COPSP,Y,Copepoda sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.2,0.38,0.3,,274,fine,230,20,3151,N,condition OK,Y,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
2d995162-be3e-4fd3-9aca-27347b312824,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,KERCOC,Y,Keratella cochlearis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.15,0.13,,7,fine,230,20,81,N,condition OK,Y,5836,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
da2e0214-8998-4723-bd6a-ed8016cea695,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,CYCSP,Y,Cyclopoida sp.,Cycolpoida-Copepodite,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,"",,,,N,0.4,0.68,0.53,,10,coarse,230,20,115,N,condition OK,Y,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
1dcf54cf-e3cc-4c98-9624-5374a7ae8e99,D18,TOOK,TOOK.AOS.littoral3,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.1,,"",,KERHIE,Y,Keratella hiemalis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,2,fine,230,20,23,N,condition OK,Y,58378,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
ba6f3a89-8358-41d5-9320-4130cd458f6e,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,CONSP8,Y,Conochiloides sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.13,0.25,0.19,0.12,9,fine,360,20,162,N,condition OK,Y,59412,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
6b848774-071b-48f0-852c-747928b96e47,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.1,0.1,,1,fine,360,20,18,N,condition OK,Y,5927,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
ac590dd6-2b91-495b-b061-aee532bbdca8,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,TOOK.20170625.TOWNET.3 KERATELLA HIEMALIS,,KERHIE,Y,Keratella hiemalis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,15,fine,360,1,5400,N,condition OK,Y,58378,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
03f8c5a7-fb8c-40cc-a9f9-41dc2fdd1212,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,TOOK.20170625.TOWNET.3 CALANOIDA COPEPODITE,,CALSP1,Y,Calanoida sp.,Calanoida-Copepodite,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,,N,0.5,0.58,0.53,,3,coarse,360,1,1080,N,condition OK,Y,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
ab17e964-4b71-418c-ba65-8fa83e8f9c35,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,"",,KELLON,Y,Kellicottia longispina,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.15,0.15,0.15,,27,fine,360,1,9720,N,condition OK,Y,58486,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
3f6ca2de-2d55-431b-99d5-eaa96fa7dede,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,KERCOC,Y,Keratella cochlearis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.15,0.13,,57,fine,360,20,1026,N,condition OK,Y,5836,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
afbe2b05-203b-42ec-a7d4-4220add438f4,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,KERHIE,Y,Keratella hiemalis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,1,fine,360,20,18,N,condition OK,Y,58378,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
f03c6588-38ac-467a-83a5-750b20747ada,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,KELLON,Y,Kellicottia longispina,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.15,0.13,,38,fine,360,20,684,N,condition OK,Y,58486,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
7a4db888-8f23-442f-afc1-647bc0641c0e,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,CYCSP4,Y,Cyclops sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,1.08,1.45,1.25,,5,coarse,360,20,90,N,condition OK,Y,,"",,"Reid and Williamson, 2010",Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
f71ce855-8054-4632-b86f-f6b545d0ca11,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.1,0.1,,1,fine,360,1,360,N,condition OK,Y,5927,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
77d9254c-69a1-4403-8fb6-e43fa810b930,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,"",,COPSP,Y,Copepoda sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.13,0.35,0.25,,153,fine,360,1,55080,N,condition OK,Y,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
f576d84a-f57d-4a1e-a1eb-3e8f6b7a7614,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,"",,CYCSP4,Y,Cyclops sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,1,1.25,1.12,,13,coarse,360,1,4680,N,condition OK,Y,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
11bc056b-519a-4198-a1ec-42b91a84251b,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,CONUNI,Y,Conochilus unicornis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.1,0.2,0.15,0.06,29,fine,360,20,522,N,condition OK,Y,59419,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
35874073-198e-430c-bd56-5b32dd0800f0,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,COPSP,Y,Copepoda sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.15,0.38,0.25,,253,fine,360,20,4554,N,condition OK,Y,,"",,"Reid and Williamson, 2010",Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
2df02548-2a25-4ea1-a13e-20142effa884,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,"",,CONUNI,Y,Conochilus unicornis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.1,0.2,0.15,0.05,38,fine,360,1,13680,N,condition OK,Y,59419,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
743f5b2a-c07f-4952-9513-b18fc8205fc3,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,TOOK.20170625.SCHINDLER.2 ASCOMORPHA ECUADIS,,ASCECA,Y,Ascomorpha ecaudis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Gastropodidae,,,,N,0.13,0.13,0.13,,1,fine,360,20,18,N,condition OK,Y,59169,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
b2f8c09a-7326-4dd1-857f-d5dffa838e69,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,CYCSP,Y,Cyclopoida sp.,Cycolpoida-Copepodite,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,"",,,,N,0.4,0.65,0.54,,64,coarse,360,20,1152,N,condition OK,Y,,"",,"Reid and Williamson, 2010",Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
bd528b1d-71f9-4664-8161-cf4205299b1c,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,"",,KERCOC,Y,Keratella cochlearis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.15,0.13,,12,fine,360,1,4320,N,condition OK,Y,5836,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
bfcba7e3-d1c0-477f-ac33-74f2de3d6ae1,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,TOOK.20170625.TOWNET.3 CONOCHILOIDES SP.,,CONSP8,Y,Conochiloides sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.13,0.25,0.19,0.1,35,fine,360,1,12600,N,"damaged, affecting taxonomy",Y,59412,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
eced2108-7d10-4cb6-bbce-4f7007849f8b,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,EPISP12,Y,Epischura sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,Temoridae,,,,N,1.33,1.5,1.41,,2,coarse,360,20,36,N,condition OK,Y,85856,ITIS,,"Reid and Williamson, 2010",Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
881af9a9-c945-468b-a924-3e688e346b15,D18,TOOK,TOOK.AOS.littoral2,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.SCHINDLER.2,,"",,CALSP1,Y,Calanoida sp.,Calanoida-Copepodite,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,,N,0.5,0.5,0.5,,1,coarse,360,20,18,N,condition OK,Y,,"",,"Reid and Williamson, 2010",Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T031711Z,RELEASE-2024
f8f17995-5486-4d96-ae53-ccaf1e72fac7,D18,TOOK,TOOK.AOS.buoy.c0,2017-06-26T00:42Z,2017-12-27,TOOK.20170625.TOWNET.3,,TOOK.20170625.TOWNET.3 EPISCHURA SP.,,EPISP12,Y,Epischura sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,Temoridae,,,,N,1,1.2,1.1,,2,coarse,360,1,720,N,condition OK,Y,85856,ITIS,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T031711Z,RELEASE-2024
1bbe8404-3212-4b40-a8c3-f0b4db26c85c,D18,TOOK,TOOK.AOS.littoral2,2017-07-26T23:06Z,2017-12-27,TOOK.20170726.SCHINDLER.2,,"",,KELLON,Y,Kellicottia longispina,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.15,0.13,,15,fine,530,20,398,N,condition OK,Y,58486,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T081428Z,RELEASE-2024
46be4ca0-6b24-441e-a541-9e39663df043,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,CALSP1,Y,Calanoida sp.,Calanoida - copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,,N,0.8,0.95,0.89,,5,coarse,510,15,170,N,condition OK,N,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
7731bdaf-6e43-43a6-a1e5-e914fdaa22fe,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,KELLON,Y,Kellicottia longispina,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,34,fine,510,15,1156,N,condition OK,N,58486,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
c54d9ace-4a5a-4035-8d53-a33c2ad0df30,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,TRIPOC,Y,Trichotria pocillum,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Trichotriidae,,,,N,0.18,0.18,0.18,,1,fine,510,15,34,N,condition OK,N,58569,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
017ed5f8-1b7f-42f6-baf9-0772e9532dc0,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,CYCSP,Y,Cyclopoida sp.,Cyclopoida - copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,"",,,,N,0.6,0.85,0.69,,5,coarse,510,15,170,N,condition OK,N,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
1da80e74-4c7d-4def-a938-0aade5d3d65f,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,CYCSP4,Y,Cyclops sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,,N,1.5,1.5,1.5,,1,coarse,510,15,34,N,"damaged, affecting taxonomy",N,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
6edff349-4b9e-4025-81d1-61ac9a77edd7,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,CONUNI,Y,Conochilus unicornis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.18,0.5,0.25,0.08,8,fine,510,15,272,N,condition OK,N,59419,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
6fa86003-f174-4a7e-ac1e-00687240995f,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,KERCOC,Y,Keratella cochlearis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,1,fine,510,15,34,N,condition OK,N,58360,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
6d249d83-aa88-4145-beb2-86e8f602c8ff,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,TOOK.20170726.SCHINDLER.1_MONOSTYLA SP.,,MONSP8,Y,Monostyla sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Lecanidae,,,,N,0.1,0.1,0.1,,1,fine,510,15,34,N,condition OK,N,58747,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
c0821cb7-0c7b-4bcc-a658-91eceef101ec,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,CONSP8,Y,Conochiloides sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.23,0.23,0.23,0.15,1,fine,510,15,34,N,"damaged, affecting taxonomy",N,59412,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
67a2cdb6-d528-4838-bb7d-cab9df5e3c42,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.1,0.1,,3,fine,510,15,102,N,condition OK,N,59270,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
0fb0c4fb-4d61-4430-862b-1f8d93b15161,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,COPSP,Y,Copepoda sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.1,0.2,0.15,,36,coarse,510,15,1224,N,condition OK,N,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
201ed3a8-2e02-4bb5-81c9-691a96403245,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,BDESP,Y,Bdelloidea sp.,"",,Rotifera,"",Eurotatoria,,Bdelloidea,,,"",,,"",,,,N,0.13,0.13,0.13,,1,fine,510,15,34,N,condition OK,N,58246,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
ecb63365-933a-4469-9a06-4ab7025d7cc1,D18,TOOK,TOOK.AOS.littoral3,2017-07-26T23:06Z,2018-10-22,TOOK.20170726.SCHINDLER.1,,"",,LEPPRI,Y,Leptodiaptomus pribilofensis,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,,N,1.05,1.35,1.19,,14,coarse,510,15,476,N,condition OK,N,666961,ITIS,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
a6009d6b-9f9a-4ce8-894d-92accaf14507,D18,TOOK,TOOK.AOS.littoral2,2017-07-26T23:06Z,2017-12-27,TOOK.20170726.SCHINDLER.2,,"",,CYCSP,Y,Cyclopoida sp.,Cycolpoida-Copepodite,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,"",,,,N,0.7,0.8,0.75,,3,coarse,530,20,80,N,condition OK,Y,,"",,"Reid and Williamson, 2010",Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T081428Z,RELEASE-2024
454a411d-47b4-4d01-849a-f873563701f8,D18,TOOK,TOOK.AOS.littoral2,2017-07-26T23:06Z,2017-12-27,TOOK.20170726.SCHINDLER.2,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.13,0.11,,2,fine,530,20,53,N,condition OK,Y,5927,ITIS,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T081428Z,RELEASE-2024
298e345e-52e5-4d24-b0ab-ef21a214681e,D18,TOOK,TOOK.AOS.buoy.c0,2017-07-26T23:06Z,2017-12-27,TOOK.20170726.TOWNET.3,,"",,CONUNI,Y,Conochilus unicornis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.18,0.25,0.19,0.05,48,fine,500,1,48000,N,condition OK,Y,59419,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T081428Z,RELEASE-2024
4e738be2-9f7e-4f5e-a47d-ac9438fcfc65,D18,TOOK,TOOK.AOS.littoral2,2017-07-26T23:06Z,2017-12-27,TOOK.20170726.SCHINDLER.2,,"",,CALSP1,Y,Calanoida sp.,Calanoida-Copepodite,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,,N,0.75,1.03,0.95,,8,coarse,530,20,212,N,condition OK,Y,,"",,"Reid and Williamson, 2010",Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T081428Z,RELEASE-2024
